0051,apple_company_applications ,19,19,18,56
0051,apple_company_product,20,17,16,53
0051,apple_company_accessory,18,16,17,51
0051,apple_company_website ,11,20,20,51
0051,apple_company_system ,13,18,19,50
0051,apple_company_games,15,14,13,42
0051,apple_company_free,14,13,14,41
0051,apple_botanical_introduction,8,15,12,35
0051,apple_company_developer ,17,11,7,35
0051,apple_botanical_fruit product,10,10,11,31
0051,apple_company_event,16,7,6,29
0051,apple_company_support,12,6,9,27
0051,apple_company_logo,9,2,15,26
0051,apple_company_brand,3,8,10,21
0051,apple_company_invest,4,12,5,21
0051,apple_company_stock ,5,3,8,16
0051,apple_botanical_fruit,1,9,3,13
0051,apple_botanical_culture ,6,4,2,12
0051,apple_botanical_festival ,7,0,0,7
0051,apple_company_specifications,2,1,4,7
0051,apple_botanical_plant ,0,0,1,1
0052,cathedral_architecture_buildings,20,20,16,56
0052,cathedral_religion_church,19,15,20,54
0052,cathedral_religion_saint,17,13,19,49
0052,cathedral_architecture_material,14,18,15,47
0052,cathedral_religion_events,16,14,17,47
0052,cathedral_info_national,13,17,14,44
0052,cathedral_religion_relationship,18,7,18,43
0052,cathedral_architecture_designs,15,19,8,42
0052,cathedral_info_references,11,16,11,38
0052,cathedral_info_roles,10,12,13,35
0052,cathedral_info_services,9,8,12,29
0052,cathedral_info_practices,8,11,7,26
0052,cathedral_architecture_rituals,7,9,9,25
0052,cathedral_info_daily,12,10,1,23
0053,eclipse_automobile_product,16,17,19,52
0053,eclipse_movie_twilight,20,14,18,52
0053,eclipse_astronomy_calendar,18,12,21,51
0053,eclipse_automobile_mitsubishi,15,16,20,51
0053,eclipse_astronomy_solar system,17,19,14,50
0053,eclipse_software_manufacturer,19,15,16,50
0053,eclipse_astronomy_nasa,13,20,15,48
0053,eclipse_software_applications,14,13,17,44
0053,eclipse_astronomy_resource,12,18,13,43
0053,eclipse_astronomy_all,11,11,11,33
0054,fas_software_program,17,15,20,52
0054,fas_software_accounting,18,14,19,51
0054,fas_harvard_school,19,20,8,47
0054,fas_company_business,12,17,16,45
0054,fas_company_history,9,16,17,42
0054,fas_company_job,14,18,10,42
0054,fas_harvard_job,13,19,9,41
0054,fas_book_overview,20,4,14,38
0054,fas_book_stories,10,13,13,36
0054,fas_company_applications,11,10,15,36
0054,fas_syndrome_information,16,9,7,32
0054,fas_book_course,5,12,12,29
0054,fas_company_agriculture,6,11,11,28
0054,fas_company_location,15,7,6,28
0054,fas_company_service,4,6,18,28
0054,fas_company_home,8,8,4,20
0054,fas_company_course,7,5,5,17
0055,flesh_information_media,18,14,20,52
0055,flesh_body_health issues,15,19,16,50
0055,flesh_religion_church,20,15,14,49
0055,flesh_information_body,16,17,15,48
0055,flesh_information_accesories,17,16,12,45
0055,flesh_literature_information,19,13,13,45
0055,flesh_fly_illness,11,12,18,41
0055,flesh_fly_insect,12,11,17,40
0055,flesh_information_definition,10,9,19,38
0055,flesh_body_free,14,18,5,37
0055,flesh_body_live,13,10,11,34
0055,flesh_information_drinks,9,8,10,27
0055,flesh_body_anatomy,3,20,3,26
0055,flesh_information_heat,8,7,9,24
0055,flesh_information_location,7,5,8,20
0055,flesh_information_hook,6,6,7,19
