1,apple cake,1,apple_botanical,apple_botanical_fruit product
1,apple accessories,2,apple_company,apple_company_accessory
1,apple in north america,4,apple_botanical,apple_botanical_fruit
1,introduction of apple botanical information,4,apple_botanical,apple_botanical_introduction
1,apple games ads,1,apple_company,apple_company_games
1,apple free free,1,apple_company,apple_company_free
1,apple environment,4,apple_company,apple_company_environment
1,apple ipad event,4,apple_company,apple_company_event
1,apple store el paso,1,apple_company,apple_company_location
1,apple nursery,1,apple_botanical,apple_botanical_nursery
1,apple apples massachusetts,1,apple_company,apple_company_location
1,apple support itunes,1,apple_company,apple_company_support
1,apple mac,5,apple_company,apple_company_product
1,apple ibook,1,apple_company,apple_company_accessory
1,making cider with cooking apples,1,apple_botanical,apple_botanical_fruit product
1,apple ipod classic,1,apple_company,apple_company_product
1,ibook,2,apple_company,apple_company_accessory
1,store apple uk,1,apple_company,apple_company_location
1,apple invest,1,apple_company,apple_company_invest
1,apple green,1,apple_botanical,apple_botanical_fruit
1,apple iphone logo,1,apple_company,apple_company_logo
1,introduction of apple walmart,2,apple_company,apple_company_location
1,apple support finance,1,apple_company,apple_company_support
1,ipod touch,2,apple_company,apple_company_product
1,apple games graphics,1,apple_company,apple_company_games
1,apple store games,1,apple_company,apple_company_games
1,jailbreaking apple tv,1,apple_company,apple_company_product
1,apple harvest,1,apple_botanical,apple_botanical_festival
1,apple support inc,1,apple_company,apple_company_support
1,apple apples virginia,1,apple_company,apple_company_location
1,apple iphone,24,apple_company,apple_company_product
1,apple apple tv,1,apple_company,apple_company_product
1,apple cobbler,1,apple_botanical,apple_botanical_fruit product
1,apple crumble,1,apple_botanical,apple_botanical_fruit product
1,apple ipod shuffle,3,apple_company,apple_company_product
1,business financing apple capital group,2,apple_company,apple_company_finance
1,apple support support,1,apple_company,apple_company_support
1,macbook air,2,apple_company,apple_company_product
1,apple ipad,2,apple_company,apple_company_product
1,apple att,2,apple_company,apple_company_product
1,apple iphone 5,17,apple_company,apple_company_product
1,apple icloud,2,apple_company,apple_company_accessory
1,apple ipod shuffle 4th generation,2,apple_company,apple_company_product
1,apple iphone plans,1,apple_company,apple_company_accessory
1,apple festival georgia,1,apple_botanical,apple_botanical_festival
1,apple festival park,1,apple_botanical,apple_botanical_festival
1,apple mac mini,2,apple_company,apple_company_product
1,apple at t,1,apple_company,apple_company_accessory
1,itunes,5,apple_company,apple_company_accessory
1,apple support events,1,apple_company,apple_company_support
1,apple support service,1,apple_company,apple_company_support
1,apple iphone 3g,5,apple_company,apple_company_product
1,apple tv memory,1,apple_company,apple_company_product
1,ipod,1,apple_company,apple_company_product
1,apple iphone 4,5,apple_company,apple_company_product
1,apple games manuals,1,apple_company,apple_company_games
1,apple varieties of apples,2,apple_botanical,apple_botanical_fruit
1,apple store stock market,1,apple_company,apple_company_finance
1,apple imac core,2,apple_company,apple_company_product
1,apple stores,18,apple_company,apple_company_location
1,apple granny,1,apple_botanical,apple_botanical_fruit
1,apple accessory,1,apple_company,apple_company_accessory
1,pear apple trees,1,apple_botanical,apple_botanical_fruit
1,itunes store,2,apple_company,apple_company_accessory
1,apple best buy,2,apple_company,apple_company_location
1,apple battery,2,apple_company,apple_company_accessory
1,apple lg,1,apple_company,apple_company_product
1,apple ipod touch 3rd generation,1,apple_company,apple_company_product
1,apple strudel,1,apple_botanical,apple_botanical_fruit product
1,apple mac pro,1,apple_company,apple_company_product
1,macbook,4,apple_company,apple_company_product
1,apple games stock,1,apple_company,apple_company_games
1,apple support login,1,apple_company,apple_company_support
1,apple os x,5,apple_company,apple_company_system
1,apple ipod nano,3,apple_company,apple_company_product
1,apple roman,1,apple_botanical,apple_botanical_fruit product
1,ipod nano,2,apple_company,apple_company_product
1,apple brandy,1,apple_botanical,apple_botanical_fruit product
1,apple cultivars,2,apple_botanical,apple_botanical_fruit product
1,apple apples apples,1,apple_botanical,apple_botanical_fruit
1,apple festival dress,1,apple_botanical,apple_botanical_festival
1,apple iphone 6,2,apple_company,apple_company_product
1,apple brasil iphone 5,1,apple_company,apple_company_product
1,iphone,5,apple_company,apple_company_product
1,apple samsung,3,apple_company,apple_company_product
1,apple imac,1,apple_company,apple_company_product
1,apple macbook air,3,apple_company,apple_company_product
1,apple ipad ipad2 2 carry case,4,apple_company,apple_company_accessory
1,apple store iphone 5,1,apple_company,apple_company_product
1,apple ipod touch,5,apple_company,apple_company_product
1,apple apples missouri,1,apple_company,apple_company_location
1,baby apple tree,1,apple_botanical,apple_botanical_fruit
1,apple festival schnapps,1,apple_botanical,apple_botanical_festival
1,apple other websites,4,apple_company,apple_company_website
1,iphone 6,2,apple_company,apple_company_product
1,apple support sites,1,apple_company,apple_company_support
1,apple tv 2nd,1,apple_company,apple_company_product
1,apple support nyc,1,apple_company,apple_company_support
1,apple blossom,1,apple_botanical,apple_botanical_fruit
1,apple macbook,1,apple_company,apple_company_product
1,apple iphone announcement,1,apple_company,apple_company_product
1,apple crisp,1,apple_botanical,apple_botanical_fruit product
1,macs,1,apple_company,apple_company_product
1,apple htc,1,apple_company,apple_company_product
1,apple amazon,2,apple_company,apple_company_website
1,apple store china,1,apple_company,apple_company_location
1,apple case,1,apple_company,apple_company_accessory
1,apple ipod,24,apple_company,apple_company_product
1,new york apple store,1,apple_company,apple_company_location
1,related items apple macbook pro keyboards,1,apple_company,apple_company_accessory
1,brand apple,2,apple_company,apple_company_brand
1,apple support welcome,1,apple_company,apple_company_support
1,apple allergic,1,apple_botanical,apple_botanical_fruit
1,apple sony,1,apple_company,apple_company_product
1,macbook pro,1,apple_company,apple_company_product
1,apple sweet,1,apple_botanical,apple_botanical_fruit
1,apple cider vinegar for arthritis,1,apple_botanical,apple_botanical_fruit product
1,apple pie,1,apple_botanical,apple_botanical_fruit product
1,apple dell,2,apple_company,apple_company_product
1,apple stock price,8,apple_company,apple_company_stock
1,apple free plants,1,apple_botanical,apple_botanical_plant
1,apple festival bottoms,1,apple_botanical,apple_botanical_festival
1,apple store,21,apple_company,apple_company_location
1,apple ipad air,4,apple_company,apple_company_product
1,apple cider vinegar buy,1,apple_botanical,apple_botanical_fruit product
1,apple london,1,apple_company,apple_company_location
1,apple tv competitors,1,apple_company,apple_company_competitors
1,apple tv specs,1,apple_company,apple_company_specifications
1,apple tv specifications,1,apple_company,apple_company_specifications
1,nearest apple store,1,apple_company,apple_company_location
1,apple motorola,1,apple_company,apple_company_product
1,jazz apple trees,1,apple_botanical,apple_botanical_plant
1,apple app store,4,apple_company,apple_company_applications
1,apple store tulsa ok,1,apple_company,apple_company_location
1,20 uses for apple cider vinegar,1,apple_botanical,apple_botanical_fruit product
1,apple cider nutrition facts,1,apple_botanical,apple_botanical_fruit product
1,apple in culture,2,apple_botanical,apple_botanical_culture
1,ipod classic,2,apple_company,apple_company_product
1,apple festival festival,1,apple_botanical,apple_botanical_festival
1,gold apple iphone,1,apple_company,apple_company_product
1,apple grower,1,apple_botanical,apple_botanical_plant
1,introduction of apple varieties of apples,2,apple_botanical,apple_botanical_plant
1,apple tv in store,1,apple_company,apple_company_product
1,apple nutrition,4,apple_botanical,apple_botanical_nutrition
1,apple juice,1,apple_botanical,apple_botanical_fruit product
1,apple applesauce,1,apple_botanical,apple_botanical_fruit product
1,apple tree not growing,1,apple_botanical,apple_botanical_plant
1,apple festival chevrolet,1,apple_botanical,apple_botanical_festival
1,apple keyboards,1,apple_company,apple_company_accessory
1,apple in the united kingdom,4,apple_company,apple_company_location
1,apple computer,5,apple_company,apple_company_product
1,latest apple iphone,1,apple_company,apple_company_product
1,iwork,2,apple_company,apple_company_applications
1,apple ipod accessories,4,apple_company,apple_company_accessory
1,apple investor,1,apple_company,apple_company_stock
1,ipod shuffle,3,apple_company,apple_company_product
1,apple new ipad,12,apple_company,apple_company_product
1,video of apple tv,1,apple_company,apple_company_product
1,apple blight,1,apple_botanical,apple_botanical_plant
1,icloud,2,apple_company,apple_company_applications
1,apple macbook pro keyboards,2,apple_company,apple_company_accessory
1,mp3 download apple store,1,apple_company,apple_company_applications
1,apple tv,16,apple_company,apple_company_product
1,apple cultivation,4,apple_botanical,apple_botanical_plant
1,apple cider for weight loss,1,apple_botanical,apple_botanical_fruit product
1,apple tv alternative,1,apple_company,apple_company_product
1,es apple tv work,1,apple_company,apple_company_product
1,apple nokia,1,apple_company,apple_company_competitors
1,apple ios,5,apple_company,apple_company_applications
1,apple stock,1,apple_company,apple_company_stock
1,apple iphone release,1,apple_company,apple_company_product
1,introduction of apple cultivars,2,apple_botanical,apple_botanical_fruit
1,apple headquarters,1,apple_company,apple_company_location
1,apple microsoft,1,apple_company,apple_company_competitors
1,apple cider vinegar face,1,apple_botanical,apple_botanical_fruit product
1,apple insect,1,apple_botanical,apple_botanical_fruit
1,lodi apple trees,1,apple_botanical,apple_botanical_fruit
1,apple butter,1,apple_botanical,apple_botanical_fruit product
1,apple games york,1,apple_company,apple_company_games
1,apple iphone 3g 8gb,1,apple_company,apple_company_product
1,other apple products,6,apple_company,apple_company_product
1,apple tree sizes,1,apple_botanical,apple_botanical_plant
1,apple free flickr,1,apple_company,apple_company_applications
1,apple macbook pro,3,apple_company,apple_company_product
1,apple itunes,6,apple_company,apple_company_applications
1,apple launches iphone 5s,1,apple_company,apple_company_product
1,apple store t shirt,1,apple_company,apple_company_product
1,apple aphid,1,apple_botanical,apple_botanical_fruit
1,apple cultivar,1,apple_botanical,apple_botanical_fruit
1,ipad,4,apple_company,apple_company_product
1,apple developer,1,apple_company,apple_company_developer
1,apple ipod touch 4th generation,1,apple_company,apple_company_product
1,eating apple cider vinegar,1,apple_botanical,apple_botanical_fruit product
1,cathedral saint immaculate,1,cathedral_religion,cathedral_religion_saint
1,st patrick cathedral norwich,1,cathedral_info,cathedral_info_national
1,crystal cathedral orange,1,cathedral_architecture,cathedral_architecture_material
1,cathedral days,1,cathedral_info,cathedral_info_daily
1,crystal cathedral bankrupt,1,cathedral_info,cathedral_info_practices
1,cathedral cathedral buildings,1,cathedral_architecture,cathedral_architecture_buildings
1,cathedral carver,1,cathedral_info,cathedral_info_services
1,crystal cathedral hour of power,1,cathedral_info,cathedral_info_practices
1,cathedral sunday,1,cathedral_info,cathedral_info_daily
1,cathedral philadelphia philadelphia,1,cathedral_info,cathedral_info_national
1,history of the cathedral,4,cathedral_info,cathedral_info_references
1,st patrick 's cathedral,4,cathedral_religion,cathedral_religion_saint
1,cathedral penance,1,cathedral_religion,cathedral_religion_events
1,cathedral boston,1,cathedral_info,cathedral_info_national
1,cathedral worship,4,cathedral_religion,cathedral_religion_events
1,seville cathedral,1,cathedral_info,cathedral_info_national
1,"st. stephen's cathedral, vienna",1,cathedral_info,cathedral_info_national
1,cathedral catholic,5,cathedral_religion,cathedral_religion_church
1,st george 's cathedral,1,cathedral_info,cathedral_info_national
1,cathedral dc,1,cathedral_info,cathedral_info_national
1,salisbury cathedral,7,cathedral_info,cathedral_info_national
1,murder in the cathedral,14,cathedral_info,cathedral_info_national
1,plans of the new cathedral,2,cathedral_architecture,cathedral_architecture_designs
1,view inside the cathedral,4,cathedral_architecture,cathedral_architecture_designs
1,milan cathedral,1,cathedral_info,cathedral_info_national
1,exeter cathedral,1,cathedral_info,cathedral_info_national
