0051,apple news,apple stores,2,0
0051,apple vacations,apple commercial,4,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple macbook air,1,1
0051,apple store,apple store china,1,1
0051,apple aspects,apple macbook air,2,0
0051,apple tree,jazz apple trees,1,1
0051,apple nokia blackberry sony samsung ,apple at t,1,0
0051,apple stock price,apple history,2,0
0051,apple nokia blackberry sony samsung ,apple lg,1,0
0051,apple iphone,apple brasil iphone 5,1,1
0051,apple controversy,apple people,2,0
0051,apple stock price,apple store,2,0
0051,apple free,apple free plants,1,1
0051,apple new,apple store,2,0
0051,apple stock price,apple stores,2,0
0051,apple botanical information,apple human consumption,2,0
0051,apple botanical information,apple iphone 5,2,0
0051,apple free,apple free physical,1,1
0051,apple cultivars,related items apple macbook pro keyboards,1,0
0051,cashew apple,apple nursery,1,0
0051,apple vacations,itunes,1,0
0051,apple company,ipod,1,0
0051,apple products price,apple iphone 5,1,0
0051,apple cake pie cobbler butter ,apple strudel,1,0
0051,apple store,apple store t shirt,1,1
0051,apple free,apple free hope,1,1
0051,apple iphone,other apple products,1,0
0051,apple inc.,apple price,1,0
0051,apple company,ipad,2,0
0051,apple products price,apple stock price,1,0
0051,apple botanical information,introduction of apple botanical information,4,1
0051,apple cultivars,business financing apple capital group,2,0
0051,apple botanical information,apple hulu,2,0
0051,apple tv,apple tv memory,1,1
0051,apple store,new york apple store,1,1
0051,apple games,apple games graphics,1,1
0051,apple nokia blackberry sony samsung ,apple motorola,1,0
0051,ipod iphone,itunes store,2,0
0051,apple commercial,apple iphone,2,0
0051,apple walmart,apple human consumption,2,0
0051,apple vacations,apple ipod,4,0
0051,apple iphone ipad apple tv ipod ,apple iphone,1,1
0051,apple iphone 3g,apple dell,2,0
0051,apple tree,apple tree not growing,1,1
0051,oak apple,apple roman,1,0
0051,apple aspects,apple iphone 4,2,0
0051,apple iphone,apple hulu,4,0
0051,apple iphone 3g,apple computer,2,0
0051,apple aspects,apple ipod shuffle,2,0
0051,apple vacations,apple stores,4,0
0051,apple festival,apple festival georgia,1,1
0051,apple varieties of apples,other apple products,2,0
0051,apple tree,apple tree sizes,1,1
0051,apple stock price,apple itunes,2,0
0051,apple tv,apple iphone 5,2,0
0051,apple iphone ipad apple tv ipod ,apple ios,1,0
0051,apple controversy,apple mac,2,0
0051,apple nokia blackberry sony samsung ,apple htc,1,0
0051,ipad iphone,ipad,2,1
0051,ipad iphone,iphone,2,1
0051,apple store,apple store tulsa ok,1,1
0051,apple botanical information,apple icloud,2,0
0051,apple news,apple commercial,2,0
0051,apple inc.,apple stock,1,0
0051,apple iphone,apple commercial,4,0
0051,apple walmart,apple vacations,2,0
0051,apple botanical information,apple in the united kingdom,2,0
0051,apple tv,apple store,2,0
0051,apple apples,apple apples apples,1,1
0051,apple varieties of apples,apple tv,2,0
0051,apple adam blossom brandy apples ,apple green,1,0
0051,apple tv,apple iphone,2,0
0051,apple aspects,apple ipod,2,0
0051,cashew apple,apple allergic,1,0
0051,apple controversy,introduction of apple controversy,2,1
0051,apple festival,apple festival park,1,1
0051,apple commercial,apple store,2,0
0051,apple iphone,latest apple iphone,1,1
0051,apple stock price,apple iphone 5,2,0
0051,apple stock price,apple environment,2,0
0051,apple tv,apple tv in store,1,1
0051,apple stock price,apple hulu,2,0
0051,apple corps,apple case,1,0
0051,apple botanical information,apple att,2,0
0051,apple 3g,apple accessories,2,0
0051,apple corps,apple cultivar,1,0
0051,apple iphone,apple iphone 3g 8gb,1,1
0051,apple inc.,apple history,1,0
0051,apple botanical information,apple ipad event,4,0
0051,apple botanical information,apple computer,2,0
0051,apple tv,apple tv specs,1,1
0051,apple support,apple support welcome,1,1
0051,apple festival,apple festival bottoms,1,1
0051,apple iphone,apple tv,2,0
0051,apple botanical information,apple app store,2,0
0051,apple apples,apple apples lady,1,1
0051,apple iphone 3g,apple cultural aspects,2,0
0051,apple support,apple support login,1,1
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple ipod touch,1,1
0051,apple new,apple commercial,2,0
0051,apple commercial,apple hulu,2,0
0051,apple commercial,apple records,1,0
0051,apple support,apple support nyc,1,1
0051,apple corps,apple invest,1,0
0051,apple products price,other apple products,1,1
0051,apple iphone 3g,apple family,2,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple ipod nano,1,0
0051,apple adam blossom brandy apples ,apple applaud,1,0
0051,apple cider,apple cider vinegar buy,1,1
0051,apple varieties of apples,introduction of apple varieties of apples,2,1
0051,apple iphone ipad apple tv ipod ,apple apple tv,1,1
0051,apple apples,apple apples facts,1,1
0051,apple new,apple hulu,2,0
0051,apple 3g,apple ipod shuffle 4th generation,2,0
0051,apple tv,apple ipod,2,0
0051,apple support,apple support service,1,1
0051,apple news,apple vacations,2,0
0051,fruit ipod,ipod classic,2,0
0051,apple company,iphone,3,0
0051,apple news,apple news,3,1
0051,apple commercial,apple news,2,0
0051,apple new,apple iphone 5,2,0
0051,apple cider,apple cider vinegar for arthritis,1,1
0051,apple store,nearest apple store,1,1
0051,apple new,apple stores,2,0
0051,apple iphone ipad apple tv ipod ,apple ipod,1,1
0051,apple corps,apple list brand,1,0
0051,apple commercial,apple tv,1,0
0051,apple iphone,apple stock price,1,0
0051,apple corps,apple granny,1,0
0051,apple news,apple tv,2,0
0051,apple varieties of apples,apple products,2,0
0051,apple iphone 3g,apple samsung,2,0
0051,apple nokia blackberry sony samsung ,apple blackberry,1,1
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple mac pro,1,1
0051,apple tv,apple tv specifications,1,1
0051,apple new,apple stock price,2,0
0051,ipod iphone,macbook pro,1,0
0051,apple vacations,apple iphone 5,4,0
0051,apple walmart,introduction of apple walmart,2,1
0051,apple cake pie cobbler butter ,apple cider,1,0
0051,apple vacations,apple store,4,0
0051,apple news,apple store,2,0
0051,apple stock price,apple vacations,2,0
0051,apple iphone,apple ipod,4,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple ibook,1,0
0051,apple 3g,apple mac mini,2,0
0051,apple corps,apple advertisement,1,0
0051,apple aspects,brand apple,2,0
0051,apple free,apple free spanish,1,1
0051,apple inc.,apple tv,1,0
0051,apple stock price,apple iphone 4,2,0
0051,apple free,apple free flickr,1,1
0051,apple support,apple support support,1,1
0051,apple vacations,apple vacations,4,1
0051,apple commercial,apple ipod,2,0
0051,apple news,apple hulu,2,0
0051,apple apples,apple apples virginia,1,1
0051,apple free,apple free therapy,1,1
0051,apple cake pie cobbler butter ,apple cake,1,1
0051,apple company,itunes,3,0
0051,apple cake pie cobbler butter ,apple crumble,1,0
0051,apple cake pie cobbler butter ,apple butter,1,1
0051,apple new,apple vacations,2,0
0051,apple games,apple games ny,1,1
0051,apple games,apple games manuals,1,1
0051,apple vacations,apple tv,3,0
0051,apple varieties of apples,apple cultivation,2,0
0051,macbook review,macbook,1,1
0051,apple store,mp3 download apple store,1,1
0051,apple cultivars,apple macbook pro,1,0
0051,apple iphone,apple records,2,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple macbook,1,1
0051,apple iphone,apple iphone announcement,1,1
0051,apple apples,apple apples massachusetts,1,1
0051,apple iphone,apple store iphone 5,1,1
0051,apple iphone 3g,apple ipod touch 4th generation,1,0
0051,cashew apple,apple crab,1,0
0051,apple 3g,apple ipod nano,2,0
0051,apple controversy,apple ios,2,0
0051,apple adam blossom brandy apples ,apple apples,1,1
0051,apple store,apple store stock market,1,1
0051,apple corps,apple london,1,0
0051,apple nokia blackberry sony samsung ,apple nokia,1,1
0051,apple tv,es apple tv work,1,1
0051,cashew apple,apple harvest,1,0
0051,apple stock price,apple iphone,4,0
0051,apple inc.,apple ipod,1,0
0051,apple commercial,apple vacations,2,0
0051,apple stock price,apple stock price,4,1
0051,ipod iphone,ipod nano,2,0
0051,apple iphone 3g,apple ipad ipad2 2 carry case,2,0
0051,apple cider,eating apple cider vinegar,1,1
0051,apple walmart,apple iphone 3g,2,0
0051,apple iphone,apple launches iphone 5s,1,1
0051,apple controversy,apple cultivation,2,0
0051,apple festival,apple festival dress,1,1
0051,apple controversy,apple capital group,2,0
0051,apple tv,apple hulu,2,0
0051,ipod iphone,ipod shuffle,2,0
0051,apple stock price,apple ipod,4,0
0051,apple games,apple games stock,1,1
0051,apple news,apple iphone,2,0
0051,ipod iphone,ipod touch,2,0
0051,apple commercial,apple corps,1,0
0051,apple tree,baby apple tree,1,1
0051,apple new,apple new ipad,3,1
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple ipod shuffle,1,1
0051,fruit ipod,macbook air,1,0
0051,apple new,apple ipod,2,0
0051,apple iphone ipad apple tv ipod ,apple os x,1,0
0051,apple iphone ipad apple tv ipod ,apple itunes,1,0
0051,apple festival,apple festival schnapps,1,1
0051,apple cider,apple cider vinegar face,1,0
0051,apple varieties of apples,apple in the united kingdom,2,0
0051,apple cider,making cider with cooking apples,1,1
0051,apple free,apple free learn,1,1
0051,apple vacations,apple new ipad,3,0
0051,apple stock price,apple ios,2,0
0051,apple festival,apple festival chevrolet,1,1
0051,apple new,apple iphone,2,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple macbook pro,1,1
0051,apple inc.,apple itunes,1,0
0051,apple bank,apple class,1,0
0051,apple 3g,apple family,2,0
0051,apple support,apple support itunes,1,1
0051,apple varieties of apples,apple in north america,2,0
0051,apple support,apple support events,1,1
0051,apple vacations,apple iphone,4,0
0051,apple iphone ipad apple tv ipod ,apple iphone 4,1,1
0051,apple apples,apple apples university,1,1
0051,apple iphone ipad apple tv ipod ,apple mac,1,0
0051,apple iphone 3g,apple keyboards,1,0
0051,apple support,apple support sites,1,1
0051,apple apples,apple apples shoes,1,1
0051,cashew apple,apple availability,1,0
0051,apple apples,apple apples dance,1,1
0051,apple aspects,apple ipod touch,2,0
0051,apple adam blossom brandy apples ,apple bee,1,0
0051,apple games,apple games york,1,1
0051,fruit ipod,ipod shuffle,1,0
0051,apple 3g,apple tv,2,0
0051,apple cider,apple cider for weight loss,1,1
0051,apple inc.,apple ipad,1,0
0051,apple vacations,apple hulu,4,0
0051,apple tree,pear apple trees,1,1
0051,apple apples,apple apples pink,1,1
0051,apple tree,lodi apple trees,1,1
0051,cashew apple,apple sweet,1,0
0051,apple support,apple support inc,1,1
0051,apple cultivars,introduction of apple cultivars,2,1
0051,apple commercial,apple commercial,2,1
0051,apple botanical information,apple nutrition,2,0
0051,apple stock price,apple cultivars,2,0
0051,apple iphone 3g,apple new ipad,2,0
0051,apple varieties of apples,apple os x,2,0
0051,apple iphone,apple new ipad,1,0
0051,apple company,macs,1,0
0051,apple nokia blackberry sony samsung ,apple samsung,1,1
0051,apple cider,20 uses for apple cider vinegar,1,1
0051,apple nokia blackberry sony samsung ,apple all,1,0
0051,apple tv,apple tv competitors,1,1
0051,apple store,store apple uk,1,1
0051,apple iphone,apple vacations,4,0
0051,apple controversy,apple imac core,2,0
0051,apple aspects,apple iphone 3g,2,0
0051,apple iphone 3g,apple ipad air,2,0
0051,apple aspects,apple macbook pro keyboards,2,0
0051,apple iphone,apple iphone,4,1
0051,apple inc.,apple computer,1,0
0051,apple corps,apple rosy aphid control,1,0
0051,apple botanical information,apple iphone 6,2,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple imac,1,0
0051,apple store,apple store el paso,1,1
0051,apple walmart,apple ipod touch,2,0
0051,apple iphone,apple corps,2,0
0051,apple bank,apple investor,1,0
0051,apple apples,apple apples missouri,1,1
0051,apple corps,apple headquarters,1,0
0051,apple festival,apple festival festival,1,1
0051,apple games,apple games shooter,1,1
0051,apple adam blossom brandy apples ,apple blight,1,0
0051,apple iphone,apple news,4,0
0051,macbook software,macbook,1,1
0051,apple tv,apple news,2,0
0051,apple botanical information,apple varieties of apples,2,0
0051,apple ipod shuffle macbook ipod touch macbook pro ,apple ipod classic,1,1
0051,apple cake pie cobbler butter ,apple applesauce,1,0
0051,apple tv,apple commercial,2,0
0051,fruit ipod,iphone 6,2,0
0051,apple cake pie cobbler butter ,apple fool,1,0
0051,apple cake pie cobbler butter ,apple cobbler,1,1
0051,apple free,apple free forum,1,1
0051,apple cultivars,other apple products,2,0
0051,apple iphone,gold apple iphone,1,1
0051,apple tv,apple vacations,2,0
0051,apple stock price,introduction of apple stock price,2,1
0051,apple controversy,apple os x,2,0
0051,apple 3g,apple iphone,2,0
0051,apple bank,apple grower,1,0
0051,apple bank,apple developer,1,0
0051,apple walmart,apple commercial,2,0
0051,apple store,apple store games,1,1
0051,apple nokia blackberry sony samsung ,apple microsoft,1,0
0051,apple iphone 3g,apple macbook pro,1,0
0051,apple walmart,apple best buy,2,0
0051,apple free,apple free free,1,1
0051,apple cultivars,apple itunes,2,0
0051,cashew apple,apple accessory,1,0
0051,reviews macbook,macbook,2,1
0051,apple iphone,apple stores,4,0
0051,apple tv,apple tv,3,1
0051,apple cultivars,apple nutrition,2,0
0051,macbook review,icloud,1,0
0051,apple tv,apple stores,2,0
0051,apple botanical information,apple cultural aspects,2,0
0051,apple iphone ipad apple tv ipod ,apple iphone 3g,1,1
0051,apple walmart,apple people,2,0
0051,apple controversy,apple app store,2,0
0051,apple cake pie cobbler butter ,apple pie,1,1
0051,apple 3g,apple battery,2,0
0051,apple inc.,apple store,1,0
0051,apple botanical information,apple ipod accessories,4,0
0051,cashew apple,apple origin,1,0
0051,cashew apple,apple juice,1,0
0051,apple corps,apple direct,1,0
0051,cashew apple,apple insect,1,0
0051,apple adam blossom brandy apples ,apple aphid,1,0
0051,apple adam blossom brandy apples ,apple alligator,1,0
0051,apple cake pie cobbler butter ,apple crisp,1,0
0051,apple 3g,apple ipad ipad2 2 carry case,2,0
0051,apple tv,apple tv 2nd,1,1
0051,apple bank,apple washington,1,0
0051,apple varieties of apples,apple other websites,2,0
0051,apple adam blossom brandy apples ,apple adam,1,1
0051,apple walmart,apple amazon,2,0
0051,apple aspects,apple other websites,2,0
0051,apple cultivars,apple ipad air,2,0
0051,apple cultivars,apple iigs,2,0
0051,apple news,apple iphone 5,2,0
0051,apple 3g,apple in culture,2,0
0051,apple iphone ipad apple tv ipod ,apple ipad,1,1
0051,apple nokia blackberry sony samsung ,apple sony,1,1
0051,apple stock price,apple new ipad,2,0
0051,apple varieties of apples,apple iphone 5,2,0
0051,apple stock price,apple production,2,0
0051,apple cultivars,apple history,2,0
0051,apple iphone,apple iphone logo,1,1
0051,apple aspects,apple in north america,2,0
0051,apple tv,apple tv alternative,1,1
0051,apple adam blossom brandy apples ,apple blossom,1,1
0051,apple news,apple ipod,2,1
0051,apple cultivars,apple environment,2,0
0051,apple cider,apple cider nutrition facts,1,1
0051,apple products price,apple new ipad,1,0
0051,apple games,apple games games,1,1
0051,apple iphone,apple store,4,0
0051,apple iphone 3g,apple ipod touch 3rd generation,1,0
0051,apple commercial,apple stores,2,0
0051,apple stock price,apple commercial,2,0
0051,apple botanical information,apple mac,2,0
0051,apple walmart,apple controversy,2,0
0051,apple tv,jailbreaking apple tv,1,1
0051,apple support,apple support finance,1,1
0051,apple games,apple games ads,1,1
0051,apple inc.,apple iphone,1,0
0051,apple botanical information,apple production,2,0
0051,apple controversy,apple store,2,0
0051,ipod iphone,macbook air,1,0
0051,apple adam blossom brandy apples ,apple brandy,1,1
0051,apple iphone,apple iphone plans,1,1
0051,apple tv,video of apple tv,1,1
0051,apple iphone,apple iphone release,1,1
0052,cathedrals medieval,medieval cathedrals,1,1
0052,cathedral school,cathedral school school,1,1
0052,cathedral giving tuesday annual giving faith in the future planned giving ,cathedral annual giving,1,1
0052,cathedral baptism confirmation holy orders eucharist ,cathedral baptism,1,1
0052,cathedral short story,building of the cathedral,2,0
0052,architecture of cathedrals and great churches,cathedral old,1,0
0052,interior of the cathedral,introduction of interior of the cathedral,2,1
0052,gothic cathedral,gothic cathedrals,4,1
0052,cathedral crystal,cathedral game,1,0
0052,cathedral opens every day,cathedral church,2,0
0052,work of the cathedral,cathedral band,2,0
0052,cathedral sunday saturday 8 00 am days ,cathedral 12 00 noon,1,0
0052,cathedral crystal,cathedral school,1,0
0052,cathedral school,the cathedral and john connon school,1,1
0052,cathedral baptism confirmation holy orders eucharist ,cathedral first holy communion,1,0
0052,gothic cathedral,crystal cathedral,4,0
0052,cathedral inside,paul s episcopal cathedral,1,0
0052,cathedral ca city,homes for sale cathedral city ca,1,1
0052,cathedral crystal,crystal cathedral christmas show,1,1
0052,cathedral philadelphia,cathedral philadelphia cchs,1,1
0052,cathedral high school,cathedral game,2,0
0052,cathedral school crystal,functions of a cathedral,1,0
0052,cathedral giving tuesday annual giving faith in the future planned giving ,cathedral capital projects,1,0
0052,gothic cathedral,cathedral game,4,0
0052,cathedral sunday saturday 8 00 am days ,cathedral daily,1,1
0052,cathedral trinity,trinity cathedral cleveland,1,1
0052,cathedral peter,cathedral peter paul,1,1
0052,cathedral raymond carver summary,cathedral raymond carver summary,1,1
0052,cathedral high school,national cathedral,3,0
0052,architecture of the medieval cathedrals of england,cathedral mass patrick,1,0
0052,cathedral short story,savior cathedral,2,0
0052,cathedral canterbury,coventry cathedral,3,0
0052,cathedral grounds,cathedral game,2,0
0052,cathedral ca city,azteca furniture cathedral city ca,1,1
0052,cathedral medieval cathedrals,view inside the cathedral,2,0
0052,cathedral,cathedral paris,1,1
0052,architecture of the medieval cathedrals of england,cathedral apartment,1,0
0052,cathedral dean additional clergy relationship of chapter and bishop treasurer ,cathedral chancellor,1,0
0052,patrick 's cathedral,cathedral medieval cathedrals,2,0
0052,cathedral sunday saturday 8 00 am days ,cathedral monday friday,1,0
0052,cathedral school,cathedral catholic high school calendar,1,0
0052,cathedral raymond carver,murder in the cathedral,2,0
0052,cathedral dean additional clergy relationship of chapter and bishop treasurer ,cathedral precentor,1,0
0052,cathedral raymond carver,cathedral band,2,0
0052,cathedral raymond carver,crystal cathedral,2,0
0052,cathedral crystal,cathedral band,2,0
0052,cathedral ca city,cathedral city palm springs ca,1,1
0052,cathedral st carver,cathedral city ca,1,0
0052,cathedral peter,cathedral peter saints,1,1
0052,cathedral st carver,st paul's cathedral,1,0
0052,cathedral of our lady of the angels,national cathedral,2,0
0052,cathedral giving tuesday annual giving faith in the future planned giving ,cathedral make a donation,1,0
0052,architecture of cathedrals and great churches,cathedral washington,1,0
0052,cathedral of our lady of the angels,st patrick's cathedral,2,0
0052,cathedral school,sacred heart cathedral high school,1,0
0052,work of the cathedral,national cathedral,2,0
0052,interior of the cathedral,worcester cathedral,2,0
0052,architecture of the medieval cathedrals of england,cathedral medieval,1,1
0052,cathedral crystal,crystal cathedral orange,1,1
0052,cathedral trinity,cathedral trinity abstract,1,1
0052,cathedral short story,cathedral of our lady of the angels,2,0
0052,cathedral dean additional clergy relationship of chapter and bishop treasurer ,cathedral additional clergy,1,1
0052,cathedral raymond carver,cathedral short story,3,0
0052,paul 's cathedral,cathedral definition,2,0
0052,cathedral school,cathedral high school el paso,1,1
0052,cathedral definition cathedral buildings references and sources history and organisation ,cathedral history and organisation,1,1
0052,architecture of cathedrals and great churches,cathedral dc,1,0
0052,interior of the cathedral,cathedral organ,2,0
0052,gothic cathedral,cathedral city ca,4,0
0052,architecture of the medieval cathedrals of england,cathedral boston,1,0
0052,cathedral cologne,cologne cathedral,1,1
0052,cathedral cologne,reims cathedral,1,0
0052,paul 's cathedral,cathedral the guessing game,2,0
0052,cathedral of our lady of the angels,crystal cathedral,2,0
0052,cathedral trinity,trinity cathedral miami,1,1
0052,cathedral peter,cathedral peter bible,1,1
0052,cathedral of our lady of the angels,cathedral band,2,0
0052,cathedral saint,st paul cathedral uk,1,0
0052,cathedral philadelphia,cathedral philadelphia shmoop,1,1
0052,cathedral school crystal,cathedral short story,1,0
0052,cathedral cologne,milan cathedral,1,0
0052,cathedral short story,cathedral game,2,0
0052,cathedral canterbury,strasbourg cathedral,3,0
0052,cathedral baptism confirmation holy orders eucharist ,cathedral reconciliation,1,0
0052,patrick 's cathedral,st patrick 's cathedral,2,1
0052,cathedral baptism confirmation holy orders eucharist ,cathedral marriage,1,0
0052,cathedral crystal,crystal cathedral denomination,1,1
0052,cathedral,cathedral architecture,1,1
0052,cathedral opens every day,cathedral features,2,0
0052,cathedral ca city,apartments for rent in cathedral city ca,1,1
0052,national cathedral,gothic cathedral,2,0
0052,cathedral crystal,crystal cathedral hour of power,1,1
0052,paul 's cathedral,cathedral city,2,0
0052,cathedral inside,cathedral community,2,0
0052,national cathedral,cathedral city ca,2,0
0052,cathedral saint,cathedral saint christ,1,1
0052,cathedral high school,cathedral high school,4,1
0052,cathedral raymond carver,raymond carver cathedral analysis,1,1
