<SYSDESC>Our system combines and re-ranks the ranked list of subtopic candidates using the provided resources (query suggestions 30%, dimensions 20%, related queries 20%, baseline documents 30%).</SYSDESC>
0001;0;先知散文诗;1;5.043425116919247;0;先知电影;1;5.043425116919247;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知电子狗;2;5.0369526024136295;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知纪伯伦;5;5.017279836814924;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知百度影音;12;4.969813299576001;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;纪伯伦先知英文版;16;4.941642422609304;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知阿拉伯散文诗;32;4.820281565605037;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知美国亚历克斯普罗亚斯执导电影;36;4.787491742782046;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知电子狗升级网站;42;4.736198448394496;KLE-S-C-3A
0001;0;先知散文诗;1;5.043425116919247;0;先知神秘代码电影;47;4.6913478822291435;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知尼古拉斯凯奇;3;5.030437921392435;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;纪伯伦先知全文;13;4.962844630259907;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;虚空先知视频;17;4.9344739331306915;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知神秘代码;18;4.927253685157205;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;宗教先知;27;4.859812404361672;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知汉语词语;29;4.844187086458591;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知游戏光晕系列人物;30;4.836281906951478;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知纪伯伦著书籍;33;4.812184355372417;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知剧情;38;4.770684624465665;KLE-S-C-3A
0001;0;先知词语;2;5.030437921392435;0;先知神秘代码国语;41;4.74493212836325;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知出装;4;5.0238805208462765;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;死亡先知;10;4.983606621708336;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;虚空先知出装;14;4.955827057601261;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知出装6.73;22;4.897839799950911;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知出装6.72;23;4.890349128221754;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知xianzhi出装;44;4.718498871295094;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知dota英雄出装加点;45;4.709530201312334;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知死亡出装;46;4.700480365792417;KLE-S-C-3A
0001;0;先知装;3;5.0238805208462765;0;先知dota树人出装;48;4.68213122712422;KLE-S-C-3A
0001;0;先知电子有限公司;4;5.0106352940962555;0;先知春江水暖鸭先知全诗;6;5.0106352940962555;KLE-S-C-3A
0001;0;先知电子有限公司;4;5.0106352940962555;0;先知下载;9;4.990432586778736;KLE-S-C-3A
