0001	先知_电影	0.228813559322
0001	先知_公司	0.186440677966
0001	先知_游戏	0.228813559322
0001	先知_人物	0.169491525424
0001	先知_电子设备	0.186440677966
0002	波斯猫_舞蹈	0.227272727273
0002	波斯猫_动物	0.263636363636
0002	波斯猫_视频	0.172727272727
0002	波斯猫_音乐	0.163636363636
0002	波斯猫_游戏	0.172727272727
0003	猫头鹰_电影	0.261261261261
0003	猫头鹰_动物	0.207207207207
0003	猫头鹰_游戏	0.171171171171
0003	猫头鹰_视频	0.171171171171
0003	猫头鹰_漫画	0.189189189189
0004	adobe_软件	0.526315789474
0004	adobe_网站	0.473684210526
0005	传奇_游戏	0.234782608696
0005	传奇_电影	0.226086956522
0005	传奇_歌曲	0.24347826087
0005	传奇_电视节目	0.147826086957
0005	传奇_小说	0.147826086957
0006	小米_手机	0.233333333333
0006	小米_论坛	0.191666666667
0006	小米_公司	0.183333333333
0006	小米_官网	0.216666666667
0006	小米_食物	0.175
0007	中国水电_公司	0.571428571429
0007	中国水电_股票	0.428571428571
0008	云轩_小说	0.528301886792
0008	云轩_网站	0.471698113208
0009	遮天_游戏	0.311111111111
0009	遮天_小说	0.266666666667
0009	遮天_官网	0.211111111111
0009	遮天_下载	0.211111111111
0009	遮天_电影	0.189189189189
0010	舍得_歌词	0.252252252252
0010	舍得_网站	0.198198198198
